image_path,target,label_str,split,source_dataset,product_type,anomaly_score,threshold,pred,is_false_negative,is_false_positive,filename,filename_index,margin_below_threshold,review_priority,likely_inference_from_metadata
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (359).jpg,1,defect,test,D1,tyre,11.807469612868047,12.147390651173238,0,1,0,Defective (359).jpg,359,0.3399210383051905,near_threshold,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (633).jpg,1,defect,test,D1,tyre,11.784295594976248,12.147390651173238,0,1,0,Defective (633).jpg,633,0.3630950561969897,near_threshold,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (710).jpg,1,defect,test,D1,tyre,11.75135572017511,12.147390651173238,0,1,0,Defective (710).jpg,710,0.3960349309981268,near_threshold,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (658).jpg,1,defect,test,D1,tyre,11.720627902342004,12.147390651173238,0,1,0,Defective (658).jpg,658,0.42676274883123355,near_threshold,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (197).jpg,1,defect,test,D1,tyre,11.698940022298936,12.147390651173238,0,1,0,Defective (197).jpg,197,0.4484506288743013,near_threshold,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (290).jpg,1,defect,test,D1,tyre,11.697734752803898,12.147390651173238,0,1,0,Defective (290).jpg,290,0.4496558983693397,near_threshold,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (780).jpg,1,defect,test,D1,tyre,11.689512425754112,12.147390651173238,0,1,0,Defective (780).jpg,780,0.45787822541912604,near_threshold,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (326).jpg,1,defect,test,D1,tyre,11.675941278528178,12.147390651173238,0,1,0,Defective (326).jpg,326,0.4714493726450595,near_threshold,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (59).jpg,1,defect,test,D1,tyre,11.672016509754917,12.147390651173238,0,1,0,Defective (59).jpg,59,0.475374141418321,near_threshold,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (4).jpg,1,defect,test,D1,tyre,11.668333791634094,12.147390651173238,0,1,0,Defective (4).jpg,4,0.4790568595391438,near_threshold,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (782).jpg,1,defect,test,D1,tyre,11.649706783001308,12.147390651173238,0,1,0,Defective (782).jpg,782,0.49768386817192933,near_threshold,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (646).jpg,1,defect,test,D1,tyre,11.600706158598722,12.147390651173238,0,1,0,Defective (646).jpg,646,0.5466844925745153,moderately_near,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (466).jpg,1,defect,test,D1,tyre,11.571412446200448,12.147390651173238,0,1,0,Defective (466).jpg,466,0.57597820497279,moderately_near,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (696).jpg,1,defect,test,D1,tyre,11.568229801288137,12.147390651173238,0,1,0,Defective (696).jpg,696,0.5791608498851009,moderately_near,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (304).jpg,1,defect,test,D1,tyre,11.560754158731536,12.147390651173238,0,1,0,Defective (304).jpg,304,0.586636492441702,moderately_near,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (693).jpg,1,defect,test,D1,tyre,11.482639736531356,12.147390651173238,0,1,0,Defective (693).jpg,693,0.664750914641882,moderately_near,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (664).jpg,1,defect,test,D1,tyre,11.476175142420791,12.147390651173238,0,1,0,Defective (664).jpg,664,0.6712155087524465,moderately_near,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (179).jpg,1,defect,test,D1,tyre,11.428551341473698,12.147390651173238,0,1,0,Defective (179).jpg,179,0.7188393096995398,moderately_near,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (150).jpg,1,defect,test,D1,tyre,11.408631209606716,12.147390651173238,0,1,0,Defective (150).jpg,150,0.738759441566522,moderately_near,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (741).jpg,1,defect,test,D1,tyre,11.370749310918375,12.147390651173238,0,1,0,Defective (741).jpg,741,0.7766413402548622,moderately_near,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (692).jpg,1,defect,test,D1,tyre,11.36733119878895,12.147390651173238,0,1,0,Defective (692).jpg,692,0.7800594523842879,moderately_near,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (175).jpg,1,defect,test,D1,tyre,11.3412696251376,12.147390651173238,0,1,0,Defective (175).jpg,175,0.8061210260356368,moderately_near,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (468).jpg,1,defect,test,D1,tyre,11.290896960846498,12.147390651173238,0,1,0,Defective (468).jpg,468,0.8564936903267402,moderately_near,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (621).jpg,1,defect,test,D1,tyre,11.26615281388328,12.147390651173238,0,1,0,Defective (621).jpg,621,0.881237837289957,moderately_near,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (852).jpg,1,defect,test,D1,tyre,11.249314926743406,12.147390651173238,0,1,0,Defective (852).jpg,852,0.8980757244298321,moderately_near,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (735).jpg,1,defect,test,D1,tyre,11.241227942888154,12.147390651173238,0,1,0,Defective (735).jpg,735,0.906162708285084,moderately_near,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (344).jpg,1,defect,test,D1,tyre,11.19836491950196,12.147390651173238,0,1,0,Defective (344).jpg,344,0.9490257316712771,moderately_near,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (734).jpg,1,defect,test,D1,tyre,11.197963647361345,12.147390651173238,0,1,0,Defective (734).jpg,734,0.949427003811893,moderately_near,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (524).jpg,1,defect,test,D1,tyre,11.19698359342664,12.147390651173238,0,1,0,Defective (524).jpg,524,0.9504070577465971,moderately_near,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (590).jpg,1,defect,test,D1,tyre,11.186261108367397,12.147390651173238,0,1,0,Defective (590).jpg,590,0.9611295428058408,moderately_near,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (103).jpg,1,defect,test,D1,tyre,11.1690503266115,12.147390651173238,0,1,0,Defective (103).jpg,103,0.9783403245617368,moderately_near,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (149).jpg,1,defect,test,D1,tyre,11.12212783356706,12.147390651173238,0,1,0,Defective (149).jpg,149,1.025262817606178,moderately_near,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (183).jpg,1,defect,test,D1,tyre,11.117153915868146,12.147390651173238,0,1,0,Defective (183).jpg,183,1.0302367353050919,moderately_near,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (192).jpg,1,defect,test,D1,tyre,11.111474043363945,12.147390651173238,0,1,0,Defective (192).jpg,192,1.035916607809293,moderately_near,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (306).jpg,1,defect,test,D1,tyre,11.064829887779588,12.147390651173238,0,1,0,Defective (306).jpg,306,1.0825607633936496,moderately_near,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (569).jpg,1,defect,test,D1,tyre,11.04648736430055,12.147390651173238,0,1,0,Defective (569).jpg,569,1.100903286872688,moderately_near,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (746).jpg,1,defect,test,D1,tyre,11.01095913681502,12.147390651173238,0,1,0,Defective (746).jpg,746,1.1364315143582182,moderately_near,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (517).jpg,1,defect,test,D1,tyre,10.977548141420602,12.147390651173238,0,1,0,Defective (517).jpg,517,1.1698425097526357,moderately_near,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (177).jpg,1,defect,test,D1,tyre,10.957614041871429,12.147390651173238,0,1,0,Defective (177).jpg,177,1.1897766093018092,moderately_near,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (34).jpg,1,defect,test,D1,tyre,10.94212945960142,12.147390651173238,0,1,0,Defective (34).jpg,34,1.205261191571818,moderately_near,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (184).jpg,1,defect,test,D1,tyre,10.82094011819741,12.147390651173238,0,1,0,Defective (184).jpg,184,1.3264505329758283,moderately_near,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (862).jpg,1,defect,test,D1,tyre,10.656543390753098,12.147390651173238,0,1,0,Defective (862).jpg,862,1.4908472604201393,moderately_near,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (208).jpg,1,defect,test,D1,tyre,10.614849647607125,12.147390651173238,0,1,0,Defective (208).jpg,208,1.532541003566113,below_threshold,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (628).jpg,1,defect,test,D1,tyre,10.599078561034933,12.147390651173238,0,1,0,Defective (628).jpg,628,1.548312090138305,below_threshold,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (324).jpg,1,defect,test,D1,tyre,10.51339467520292,12.147390651173238,0,1,0,Defective (324).jpg,324,1.6339959759703184,below_threshold,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (760).jpg,1,defect,test,D1,tyre,10.49269118729454,12.147390651173238,0,1,0,Defective (760).jpg,760,1.654699463878698,below_threshold,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (322).jpg,1,defect,test,D1,tyre,10.467723760187145,12.147390651173238,0,1,0,Defective (322).jpg,322,1.679666890986093,below_threshold,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (416).jpg,1,defect,test,D1,tyre,10.45305640405064,12.147390651173238,0,1,0,Defective (416).jpg,416,1.6943342471225975,below_threshold,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (255).jpg,1,defect,test,D1,tyre,10.444310483362802,12.147390651173238,0,1,0,Defective (255).jpg,255,1.7030801678104357,below_threshold,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (762).jpg,1,defect,test,D1,tyre,10.404528234571169,12.147390651173238,0,1,0,Defective (762).jpg,762,1.742862416602069,below_threshold,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (816).jpg,1,defect,test,D1,tyre,10.373969789462882,12.147390651173238,0,1,0,Defective (816).jpg,816,1.7734208617103562,below_threshold,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (316).jpg,1,defect,test,D1,tyre,10.350824486983738,12.147390651173238,0,1,0,Defective (316).jpg,316,1.7965661641894997,below_threshold,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (297).jpg,1,defect,test,D1,tyre,10.33888429709669,12.147390651173238,0,1,0,Defective (297).jpg,297,1.8085063540765471,below_threshold,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (266).jpg,1,defect,test,D1,tyre,10.303635931874863,12.147390651173238,0,1,0,Defective (266).jpg,266,1.8437547192983743,below_threshold,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (168).jpg,1,defect,test,D1,tyre,10.277340957500948,12.147390651173238,0,1,0,Defective (168).jpg,168,1.8700496936722892,below_threshold,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (180).jpg,1,defect,test,D1,tyre,10.276175496785012,12.147390651173238,0,1,0,Defective (180).jpg,180,1.871215154388226,below_threshold,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (545).jpg,1,defect,test,D1,tyre,10.224295376495933,12.147390651173238,0,1,0,Defective (545).jpg,545,1.923095274677305,below_threshold,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (339).jpg,1,defect,test,D1,tyre,10.22410818092056,12.147390651173238,0,1,0,Defective (339).jpg,339,1.923282470252678,below_threshold,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (206).jpg,1,defect,test,D1,tyre,10.211403196014372,12.147390651173238,0,1,0,Defective (206).jpg,206,1.935987455158866,below_threshold,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (657).jpg,1,defect,test,D1,tyre,10.2099860365268,12.147390651173238,0,1,0,Defective (657).jpg,657,1.9374046146464377,below_threshold,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (218).jpg,1,defect,test,D1,tyre,10.200549169032056,12.147390651173238,0,1,0,Defective (218).jpg,218,1.9468414821411812,below_threshold,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (421).jpg,1,defect,test,D1,tyre,10.17797219173451,12.147390651173238,0,1,0,Defective (421).jpg,421,1.969418459438728,below_threshold,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (288).jpg,1,defect,test,D1,tyre,10.148780690986111,12.147390651173238,0,1,0,Defective (288).jpg,288,1.9986099601871263,below_threshold,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (201).jpg,1,defect,test,D1,tyre,10.080787350882376,12.147390651173238,0,1,0,Defective (201).jpg,201,2.0666033002908613,below_threshold,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (67).jpg,1,defect,test,D1,tyre,10.065295402776536,12.147390651173238,0,1,0,Defective (67).jpg,67,2.0820952483967012,below_threshold,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (107).jpg,1,defect,test,D1,tyre,10.05617108671268,12.147390651173238,0,1,0,Defective (107).jpg,107,2.091219564460557,below_threshold,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (338).jpg,1,defect,test,D1,tyre,10.051146650918009,12.147390651173238,0,1,0,Defective (338).jpg,338,2.096244000255229,below_threshold,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (141).jpg,1,defect,test,D1,tyre,10.042004190216517,12.147390651173238,0,1,0,Defective (141).jpg,141,2.105386460956721,below_threshold,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (298).jpg,1,defect,test,D1,tyre,9.864319229098353,12.147390651173238,0,1,0,Defective (298).jpg,298,2.283071422074885,below_threshold,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (3).jpg,1,defect,test,D1,tyre,9.834795642952011,12.147390651173238,0,1,0,Defective (3).jpg,3,2.3125950082212263,below_threshold,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (471).jpg,1,defect,test,D1,tyre,9.815273662299967,12.147390651173238,0,1,0,Defective (471).jpg,471,2.3321169888732705,below_threshold,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (136).jpg,1,defect,test,D1,tyre,9.81441861492104,12.147390651173238,0,1,0,Defective (136).jpg,136,2.3329720362521975,below_threshold,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (454).jpg,1,defect,test,D1,tyre,9.75515249366041,12.147390651173238,0,1,0,Defective (454).jpg,454,2.3922381575128284,below_threshold,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (495).jpg,1,defect,test,D1,tyre,9.656054336805052,12.147390651173238,0,1,0,Defective (495).jpg,495,2.4913363143681853,below_threshold,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (487).jpg,1,defect,test,D1,tyre,9.558673845003366,12.147390651173238,0,1,0,Defective (487).jpg,487,2.588716806169872,below_threshold,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
/Users/ritik/Documents/Project TDA/TyreVisionX/data/raw/defect/Defective (376).jpg,1,defect,test,D1,tyre,9.526057226795247,12.147390651173238,0,1,0,Defective (376).jpg,376,2.6213334243779904,below_threshold,"Filename metadata only confirms defect class; visual inspection required to determine if cracks are small, low contrast, edge-located, or label-questionable."
